accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,associated_with_(not_categorized),grouped_association,subspecies,strain,sample_ID,total_filtered_reads_in_sample,description,solid_fluid,sample_type
M55918.1,2319,2225,1044,"71,522820000","4,96620e+01","Chicken anemia virus ORF1 (Cux-1), ORF2 (Cux-1), and ORF3 (Cux-1) genes, complete cds",12618,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Gyrovirus,Chicken anemia virus,Birds,Strictly animal,unclassified Chicken anemia virus subspecies/strain,unclassified Chicken anemia virus strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KR704912.1,3811,1537,61,"2,427752000","8,48167e-01","Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,Other,other,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KR704912.1,3811,1675,90,"3,430210400","3,69001e+00","Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,Other,other,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KR704912.1,3811,1689,66,"2,532914400","2,29594e+00","Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,Other,other,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KR704912.1,3811,1687,72,"2,702813400","2,56693e+00","Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,Other,other,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
KR704912.1,3811,1774,120,"4,467358600","3,83428e+00","Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,Other,other,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KR704912.1,3811,1620,85,"3,283802300","2,92001e+00","Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,Other,other,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KR704912.1,3811,1687,133,"5,052717700","3,84979e+00","Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,Other,other,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
MH539648.1,3195,1081,13,"0,637110000","5,39421e-01","Circoviridae sp. isolate ctci41, complete genome",1954248,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circoviridae sp.,Other,other,unclassified Circoviridae sp. subspecies/strain,unclassified Circoviridae sp. strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
MH539648.1,3195,2067,252,"11,737602000","1,07164e+01","Circoviridae sp. isolate ctci41, complete genome",1954248,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circoviridae sp.,Other,other,unclassified Circoviridae sp. subspecies/strain,unclassified Circoviridae sp. strain,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MH539648.1,3195,1560,37,"1,691625600","1,41017e+00","Circoviridae sp. isolate ctci41, complete genome",1954248,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circoviridae sp.,Other,other,unclassified Circoviridae sp. subspecies/strain,unclassified Circoviridae sp. strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
MH539648.1,3195,1606,18,"0,883087040","7,37574e-01","Circoviridae sp. isolate ctci41, complete genome",1954248,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circoviridae sp.,Other,other,unclassified Circoviridae sp. subspecies/strain,unclassified Circoviridae sp. strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KT149403.1,2320,1871,89,"6,009677400","2,03279e+00","Circovirus-like genome DCCV-10, complete genome",1788438,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-10,Other,other,unclassified Circovirus-like genome DCCV-10 subspecies/strain,unclassified Circovirus-like genome DCCV-10 strain,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KT149403.1,2320,2216,476,"31,423964000","3,20585e+01","Circovirus-like genome DCCV-10, complete genome",1788438,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-10,Other,other,unclassified Circovirus-like genome DCCV-10 subspecies/strain,unclassified Circovirus-like genome DCCV-10 strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KT149403.1,2320,2219,751,"49,028572000","4,29148e+01","Circovirus-like genome DCCV-10, complete genome",1788438,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-10,Other,other,unclassified Circovirus-like genome DCCV-10 subspecies/strain,unclassified Circovirus-like genome DCCV-10 strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KT149403.1,2320,1838,59,"3,864055400","3,09675e+00","Circovirus-like genome DCCV-10, complete genome",1788438,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-10,Other,other,unclassified Circovirus-like genome DCCV-10 subspecies/strain,unclassified Circovirus-like genome DCCV-10 strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KT149403.1,2320,2208,419,"28,030415000","2,36445e+01","Circovirus-like genome DCCV-10, complete genome",1788438,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-10,Other,other,unclassified Circovirus-like genome DCCV-10 subspecies/strain,unclassified Circovirus-like genome DCCV-10 strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KT149403.1,2320,1904,41,"2,719354900","1,94949e+00","Circovirus-like genome DCCV-10, complete genome",1788438,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-10,Other,other,unclassified Circovirus-like genome DCCV-10 subspecies/strain,unclassified Circovirus-like genome DCCV-10 strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KT149406.1,2433,1727,42,"2,586071000","9,14740e-01","Circovirus-like genome DCCV-13, complete genome",1788441,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-13,Other,other,unclassified Circovirus-like genome DCCV-13 subspecies/strain,unclassified Circovirus-like genome DCCV-13 strain,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KT149406.1,2433,1989,37,"2,309680200","2,37620e+00","Circovirus-like genome DCCV-13, complete genome",1788441,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-13,Other,other,unclassified Circovirus-like genome DCCV-13 subspecies/strain,unclassified Circovirus-like genome DCCV-13 strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KT149406.1,2433,1241,16,"1,031975500","8,71833e-01","Circovirus-like genome DCCV-13, complete genome",1788441,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-13,Other,other,unclassified Circovirus-like genome DCCV-13 subspecies/strain,unclassified Circovirus-like genome DCCV-13 strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KT149406.1,2433,1907,42,"2,492772600","2,34545e+00","Circovirus-like genome DCCV-13, complete genome",1788441,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-13,Other,other,unclassified Circovirus-like genome DCCV-13 subspecies/strain,unclassified Circovirus-like genome DCCV-13 strain,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
KT149406.1,2433,1869,37,"2,349540000","1,85183e+00","Circovirus-like genome DCCV-13, complete genome",1788441,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-13,Other,other,unclassified Circovirus-like genome DCCV-13 subspecies/strain,unclassified Circovirus-like genome DCCV-13 strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KT149406.1,2433,1495,30,"1,856329400","1,61430e+00","Circovirus-like genome DCCV-13, complete genome",1788441,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-13,Other,other,unclassified Circovirus-like genome DCCV-13 subspecies/strain,unclassified Circovirus-like genome DCCV-13 strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KT149406.1,2433,2030,39,"2,527376200","1,76826e+00","Circovirus-like genome DCCV-13, complete genome",1788441,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-13,Other,other,unclassified Circovirus-like genome DCCV-13 subspecies/strain,unclassified Circovirus-like genome DCCV-13 strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KT149397.1,2985,2954,257,"12,573193000","4,56225e+00","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KT149397.1,2985,2985,784,"39,643387000","4,10389e+01","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KT149397.1,2985,2985,460,"23,382362000","2,04300e+01","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KT149397.1,2985,2099,45,"2,300881900","3,36759e+00","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
KT149397.1,2985,2985,611,"31,560493000","2,78110e+01","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
KT149397.1,2985,2985,191,"9,834921000","7,79167e+00","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KT149397.1,2985,2985,790,"40,782364000","3,46487e+01","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KT149397.1,2985,2910,149,"7,587301700","5,50638e+00","Circovirus-like genome DCCV-4, complete genome",1788444,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-4,Other,other,unclassified Circovirus-like genome DCCV-4 subspecies/strain,unclassified Circovirus-like genome DCCV-4 strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KT149399.1,2522,1239,28,"1,733979800","1,73475e+00","Circovirus-like genome DCCV-6, complete genome",1788446,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-6,Other,other,unclassified Circovirus-like genome DCCV-6 subspecies/strain,unclassified Circovirus-like genome DCCV-6 strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KT149399.1,2522,2347,190,"11,202361000","9,98766e+00","Circovirus-like genome DCCV-6, complete genome",1788446,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-6,Other,other,unclassified Circovirus-like genome DCCV-6 subspecies/strain,unclassified Circovirus-like genome DCCV-6 strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KT149399.1,2522,1177,27,"1,488195700","1,30365e+00","Circovirus-like genome DCCV-6, complete genome",1788446,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-6,Other,other,unclassified Circovirus-like genome DCCV-6 subspecies/strain,unclassified Circovirus-like genome DCCV-6 strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KT149400.1,3021,1223,66,"3,216649300","1,15767e+00","Circovirus-like genome DCCV-7, complete genome",1788447,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-7,Other,other,unclassified Circovirus-like genome DCCV-7 subspecies/strain,unclassified Circovirus-like genome DCCV-7 strain,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KT149407.1,1173,631,34,"4,848485000","4,52903e+00","Circovirus-like genome DHCV-1, complete genome",1788450,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-1,Other,other,unclassified Circovirus-like genome DHCV-1 subspecies/strain,unclassified Circovirus-like genome DHCV-1 strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KT149407.1,1173,691,101,"14,201368000","1,14151e+01","Circovirus-like genome DHCV-1, complete genome",1788450,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-1,Other,other,unclassified Circovirus-like genome DHCV-1 subspecies/strain,unclassified Circovirus-like genome DHCV-1 strain,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
KT149407.1,1173,657,42,"5,888563000","4,68765e+00","Circovirus-like genome DHCV-1, complete genome",1788450,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-1,Other,other,unclassified Circovirus-like genome DHCV-1 subspecies/strain,unclassified Circovirus-like genome DHCV-1 strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KT149408.1,2854,1316,94,"4,547337000","1,74528e+00","Circovirus-like genome DHCV-2, complete genome",1788451,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-2,Other,other,unclassified Circovirus-like genome DHCV-2 subspecies/strain,unclassified Circovirus-like genome DHCV-2 strain,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
KT149408.1,2854,1086,311,"16,835428000","1,70267e+01","Circovirus-like genome DHCV-2, complete genome",1788451,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-2,Other,other,unclassified Circovirus-like genome DHCV-2 subspecies/strain,unclassified Circovirus-like genome DHCV-2 strain,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KT149408.1,2854,1436,394,"19,625000000","1,87569e+01","Circovirus-like genome DHCV-2, complete genome",1788451,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-2,Other,other,unclassified Circovirus-like genome DHCV-2 subspecies/strain,unclassified Circovirus-like genome DHCV-2 strain,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
KT149408.1,2854,1494,720,"34,621670000","3,07199e+01","Circovirus-like genome DHCV-2, complete genome",1788451,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-2,Other,other,unclassified Circovirus-like genome DHCV-2 subspecies/strain,unclassified Circovirus-like genome DHCV-2 strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KT149408.1,2854,1064,344,"18,776627000","1,57801e+01","Circovirus-like genome DHCV-2, complete genome",1788451,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-2,Other,other,unclassified Circovirus-like genome DHCV-2 subspecies/strain,unclassified Circovirus-like genome DHCV-2 strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
